0.529787234,0.923670213,1.114361702,0.588829787,0.838297872,5.998226958,3.849290786,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3
0.629787234,1.023670213,0.664361702,0.638829787,0.838297872,4.664893618,4.015957446,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.973670213,1.114361702,0.888829787,0.838297872,3.831560278,3.849290786,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.629787234,0.823670213,0.614361702,0.488829787,0.638297872,6.664893618,3.515957446,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.623670213,0.764361702,0.638829787,0.738297872,4.498226958,3.682624106,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.179787234,0.923670213,1.064361702,0.738829787,0.588297872,3.331560278,3.515957446,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.523670213,0.764361702,0.638829787,0.788297872,4.998226958,2.682624106,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.723670213,1.114361702,0.338829787,0.688297872,2.998226958,0.515957446,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3
0.079787234,0.073670213,-0.485638298,0.438829787,0.588297872,1.498226958,5.015957446,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.573670213,0.614361702,0.838829787,0.838297872,3.331560278,2.515957446,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
-0.020212766,0.923670213,0.664361702,0.338829787,0.788297872,1.831560278,2.849290786,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.270212766,0.523670213,1.064361702,-0.211170213,0.838297872,2.331560278,1.849290786,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3
0.429787234,0.573670213,0.514361702,0.688829787,0.038297872,3.498226958,1.349290786,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3
0.279787234,0.723670213,0.364361702,-1.011170213,0.638297872,2.831560278,2.015957446,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.279787234,0.523670213,-0.135638298,0.388829787,0.888297872,2.498226958,1.682624106,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-2.020212766,0.723670213,0.814361702,0.538829787,0.588297872,3.331560278,1.349290786,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.179787234,0.623670213,0.364361702,0.338829787,0.338297872,-0.001773042,1.849290786,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.629787234,0.773670213,0.514361702,0.388829787,0.088297872,0.164893618,2.349290786,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.179787234,0.573670213,0.614361702,-0.011170213,0.438297872,0.998226958,2.182624106,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
